iso3,anio,A,Dp,conexion,pob
AFG,1990,4.246852,3.045243,0.0,12045660.0
AFG,1991,4.218643,3.057498,,12238879.0
AFG,1992,4.183842,3.049826,,13278974.0
AFG,1993,4.109785,3.006865,,14943172.0
AFG,1994,4.024815,2.976084,,16250794.0
AFG,1995,3.953906,2.933166,,17065836.0
AFG,1996,3.890441,2.892987,,17763266.0
AFG,1997,3.834337,2.866967,,18452091.0
AFG,1998,3.79679,2.839497,,19159996.0
AFG,1999,3.775308,2.811069,,19887785.0
AFG,2000,3.764579,2.80837,,20130327.0
AFG,2001,3.765069,2.798874,0.00472256824217368,20284307.0
AFG,2002,3.778146,2.771996,0.00456139517022146,21378117.0
AFG,2003,3.778798,2.770505,0.0878912528559713,22733049.0
AFG,2004,3.769843,2.76533,0.105809030021958,23560654.0
AFG,2005,3.768562,2.776365,1.22414808372471,24404567.0
AFG,2006,3.762795,2.803807,2.10712364546412,25424094.0
AFG,2007,3.755781,2.831328,1.899999976,25909852.0
AFG,2008,3.750363,2.871205,1.84,26482622.0
AFG,2009,3.736532,2.917674,3.55,27466101.0
AFG,2010,3.726553,2.952634,4.0,28284089.0
AFG,2011,3.717045,2.991458,5.0,29347708.0
AFG,2012,3.726803,3.029338,5.454500198,30560034.0
AFG,2013,3.748043,3.070745,5.900000095,31622704.0
AFG,2014,3.786547,3.118964,7.0,32792523.0
AFG,2015,3.825846,3.15984,8.260000229,33831764.0
AFG,2016,3.853078,3.195102,11.0,34700612.0
AFG,2017,3.898044,3.231419,13.5,35688935.0
AFG,2018,3.935593,3.268316,16.79999924,36743039.0
AFG,2019,3.978251,3.299684,17.60000038,37856121.0
AFG,2020,5.147522,4.179289,17.04850006,39068979.0
AFG,2021,5.3155,4.282116,16.51429939,40000412.0
AFG,2022,5.462312,4.069591,15.86629963,40578842.0
AFG,2023,6.503549,4.153807,15.92840004,41454761.0
AGO,1990,4.884171,3.701255,0.0,11626360.0
AGO,1991,4.889543,3.669005,,12023529.0
AGO,1992,4.894188,3.690636,,12423712.0
AGO,1993,4.912762,3.707259,,12827135.0
AGO,1994,4.947191,3.686679,,13249764.0
AGO,1995,4.983731,3.663588,,13699778.0
AGO,1996,5.020792,3.63507,0.000776,14170973.0
AGO,1997,5.058559,3.624227,0.00567,14660413.0
AGO,1998,5.107,3.63035,0.0185,15159370.0
AGO,1999,5.165796,3.642152,0.072,15667235.0
AGO,2000,5.22392,3.66267,0.105045562462262,16194869.0
AGO,2001,5.259524,3.70454,0.136013867429868,16747208.0
AGO,2002,5.294574,3.68709,0.270376745595134,17327699.0
AGO,2003,5.313081,3.657041,0.370682065225727,17943712.0
AGO,2004,5.314229,3.642709,0.464814617985909,18600423.0
AGO,2005,5.313866,3.605497,1.143399954,19291161.0
AGO,2006,5.313691,3.559905,1.5,20015279.0
AGO,2007,5.316825,3.584572,1.700000048,20778561.0
AGO,2008,5.310224,3.534859,1.899999976,21578655.0
AGO,2009,5.294909,3.569512,2.299999952,22414773.0
AGO,2010,5.283048,3.55442,2.799999952,23294825.0
AGO,2011,5.27092,3.514719,4.699999809,24218352.0
AGO,2012,5.269986,3.461282,7.699999809,25177394.0
AGO,2013,5.290032,3.51068,13.0,26165620.0
AGO,2014,5.296444,3.325249,21.3623407584103,27160769.0
AGO,2015,5.313938,3.471147,22.0,28157798.0
AGO,2016,5.353989,3.500989,23.20000076,29183070.0
AGO,2017,5.353341,3.509748,26.0,30234839.0
AGO,2018,5.312664,3.613593,29.0,31297155.0
AGO,2019,5.270092,3.660913,32.12939835,32375632.0
AGO,2020,6.411985,4.502895,33.32089996,33451132.0
AGO,2021,6.614201,4.699231,34.55649948,34532429.0
AGO,2022,6.705637,4.543859,35.83800125,35635029.0
AGO,2023,7.740416,4.681913,37.88589859,36749906.0
ALB,1990,3.623377,1.970197,0.0,3286542.0
ALB,1991,3.629168,1.97471,,3266790.0
ALB,1992,3.637971,2.060003,,3247039.0
ALB,1993,3.652543,2.074417,,3227287.0
ALB,1994,3.671708,2.137444,,3207536.0
ALB,1995,3.696569,2.17831,0.0112,3187784.0
ALB,1996,3.722635,2.217025,0.0322,3168033.0
ALB,1997,3.744932,2.27414,0.0486,3148281.0
ALB,1998,3.778739,2.246811,0.065,3128530.0
ALB,1999,3.808444,2.303502,0.0814,3108778.0
ALB,2000,3.841703,2.299251,0.114097346552109,3089027.0
ALB,2001,3.880996,2.316293,0.325798377067964,3060173.0
ALB,2002,3.919956,2.322857,0.39008127343332,3051010.0
ALB,2003,3.962545,2.26196,0.971900415195857,3039616.0
ALB,2004,4.00742,2.388549,2.42038779776014,3026939.0
ALB,2005,4.046698,2.360407,6.04389086404814,3011487.0
ALB,2006,4.085451,2.397602,9.609999657,2992547.0
ALB,2007,4.114403,2.458508,15.03610039,2970017.0
ALB,2008,4.174054,2.484638,23.86,2947314.0
ALB,2009,4.223975,2.509217,41.2,2927519.0
ALB,2010,4.291291,2.425641,45.0,2913021.0
ALB,2011,4.365685,2.45322,47.0,2905195.0
ALB,2012,4.42392,2.430081,49.40000153,2860708.0
ALB,2013,4.473763,2.411351,51.79999924,2816902.0
ALB,2014,4.492512,2.54042,54.29999924,2773767.0
ALB,2015,4.542543,2.481607,56.90000153,2731293.0
ALB,2016,4.597238,2.564663,59.59999847,2689469.0
ALB,2017,4.620848,2.598247,62.40000153,2648285.0
ALB,2018,4.610316,2.571171,65.40000153,2607733.0
ALB,2019,4.587947,2.59776,68.5503911218006,2567801.0
ALB,2020,5.499045,3.061438,72.23767711,2528480.0
ALB,2021,5.573222,3.121209,79.32371752,2489762.0
ALB,2022,5.771388,3.070469,82.61367544,2451636.0
ALB,2023,6.637584,3.225413,83.13559161,2411658.0
AND,1990,5.273113,3.354684,0.0,52597.0
AND,1991,5.200721,3.357787,,56667.0
AND,1992,5.118804,3.360882,,60200.0
AND,1993,5.026633,3.363522,,63272.0
AND,1994,4.952961,3.366771,,64612.0
AND,1995,4.88006,3.367103,,63912.0
AND,1996,4.815172,3.377243,1.53,63984.0
AND,1997,4.744877,3.382203,3.05,64700.0
AND,1998,4.683385,3.394052,6.89,65382.0
AND,1999,4.62161,3.406103,7.64,65710.0
AND,2000,4.566556,3.419752,10.53883560922,65685.0
AND,2001,4.546562,3.431037,,65852.0
AND,2002,4.529286,3.44083,11.2604687170103,66506.0
AND,2003,4.561598,3.449338,13.546412876439,69486.0
AND,2004,4.622441,3.448063,26.8379543894637,74325.0
AND,2005,4.680639,3.444202,37.6057662174867,77421.0
AND,2006,4.746017,3.44171,48.9368469989479,79585.0
AND,2007,4.80514,3.443952,70.87,81877.0
AND,2008,4.896228,3.443552,70.04,83495.0
AND,2009,5.043623,3.44144,78.53,83888.0
AND,2010,5.169744,3.435535,81.0,80706.0
AND,2011,5.349186,3.447105,81.0,77783.0
AND,2012,5.523438,3.461487,82.69999695,76834.0
AND,2013,5.697421,3.490167,84.40000153,75194.0
AND,2014,5.868124,3.531057,86.09999847,73737.0
AND,2015,6.016688,3.686902,87.90000153,72174.0
AND,2016,6.164239,3.741332,89.69999695,72181.0
AND,2017,6.295634,3.858071,91.5674670273926,73763.0
AND,2018,6.435064,3.9995,93.5,75162.0
AND,2019,6.567882,4.067675,90.71869659,76474.0
AND,2020,8.012832,4.751281,93.20570374,77380.0
AND,2021,7.961774,4.745424,93.89749908,78364.0
AND,2022,8.49106,4.69214,94.05169678,79705.0
AND,2023,9.613322,4.730642,94.21499634,80856.0
ARE,1990,3.761402,3.004103,0.0,1898220.0
ARE,1991,3.776767,3.112731,,2006626.0
ARE,1992,3.790203,3.152971,,2114730.0
ARE,1993,3.798787,3.123844,,2222093.0
ARE,1994,3.802949,3.163891,,2328188.0
ARE,1995,3.807535,3.202528,0.103,2434662.0
ARE,1996,3.819049,3.244187,0.375,2597564.0
ARE,1997,3.83209,3.284904,3.3,2817410.0
ARE,1998,3.842454,3.323753,6.91,3040421.0
ARE,1999,3.847613,3.362873,14.9,3266009.0
ARE,2000,3.845606,3.39924,23.6253008751553,3493575.0
ARE,2001,3.832918,3.433861,26.2717542010006,3723590.0
ARE,2002,3.813591,3.466193,28.3164853110439,3956826.0
ARE,2003,3.78787,3.497966,29.4779534120864,4192457.0
ARE,2004,3.75795,3.529421,30.1312961695367,4428967.0
ARE,2005,3.728725,3.560557,40.0,4664790.0
ARE,2006,3.701364,3.590891,52.0,5009100.0
ARE,2007,3.701434,3.66467,61.0,5624635.0
ARE,2008,3.677385,3.724287,63.0,6302664.0
ARE,2009,3.653481,3.770188,64.0,6707058.0
ARE,2010,3.637018,3.944543,68.0,6869838.0
ARE,2011,3.601022,3.803306,78.0,7104538.0
ARE,2012,3.561965,3.895556,84.9999915049492,7391448.0
ARE,2013,3.508814,3.910878,88.0,7693031.0
ARE,2014,3.477404,4.005419,90.4000107121939,8059440.0
ARE,2015,3.46758,4.09303,90.5,8505237.0
ARE,2016,3.423263,4.14473,90.6000073180483,8935095.0
ARE,2017,3.362235,4.282167,94.8199225383446,9223225.0
ARE,2018,3.298967,4.104036,98.4500017817194,9346701.0
ARE,2019,3.234842,4.296042,99.1499979561243,9445785.0
ARE,2020,3.711668,4.965183,100.0,9401038.0
ARE,2021,3.721522,4.728301,100.0,9575152.0
ARE,2022,3.828063,5.027239,100.0,10074977.0
ARE,2023,4.24297,4.808738,100.0,10483751.0
ARG,1990,5.683707,3.36556,0.0,32755901.0
ARG,1991,5.705286,3.38106,,33230294.0
ARG,1992,5.726464,3.398614,0.00299,33693527.0
ARG,1993,5.750826,3.412726,0.0295,34152717.0
ARG,1994,5.778503,3.420141,0.0437,34613491.0
ARG,1995,5.806247,3.424782,0.0863,35070020.0
ARG,1996,5.831425,3.442732,0.142,35513793.0
ARG,1997,5.852614,3.402165,0.28,35947791.0
ARG,1998,5.874007,3.271283,0.831,36372860.0
ARG,1999,5.897961,3.263479,3.28,36794682.0
ARG,2000,5.923417,3.184849,7.0386830862178,37213984.0
ARG,2001,5.952069,3.13253,9.78080728532407,37624825.0
ARG,2002,5.980586,3.146503,10.8821243775325,38029349.0
ARG,2003,6.010619,3.159883,11.9136965509954,38424282.0
ARG,2004,6.042837,3.172228,16.0366841054923,38815916.0
ARG,2005,6.075517,3.183603,17.7205833696065,39216789.0
ARG,2006,6.109186,3.194045,20.9272021035896,39622115.0
ARG,2007,6.121147,3.201464,25.9466329403819,40016763.0
ARG,2008,6.143144,3.206875,28.1126234799907,40424148.0
ARG,2009,6.118616,3.213836,34.0,40854831.0
ARG,2010,6.0994,3.225301,45.0,41288694.0
ARG,2011,6.088024,3.241034,51.0,41730660.0
ARG,2012,6.089953,3.256999,55.79999924,42161721.0
ARG,2013,6.126075,3.273305,59.90000153,42582455.0
ARG,2014,6.207696,3.289504,64.69999695,43024071.0
ARG,2015,6.293867,3.304679,68.0430641088122,43477012.0
ARG,2016,6.348293,3.447091,70.9689808206024,43900313.0
ARG,2017,6.421446,3.332233,74.2949068657957,44288894.0
ARG,2018,6.534467,3.587077,77.7,44654882.0
ARG,2019,6.640352,3.604167,79.9469520347551,44973465.0
ARG,2020,8.182545,4.47232,85.51438646,45191965.0
ARG,2021,8.424059,4.677263,87.15070683,45312281.0
ARG,2022,8.730924,4.600758,88.37535691,45407904.0
ARG,2023,10.19619,4.696155,89.22897166,45538401.0
ARM,1990,4.722924,2.723252,0.0,3552128.0
ARM,1991,4.738588,2.729506,,3613977.0
ARM,1992,4.758586,2.870905,,3571861.0
ARM,1993,4.788304,2.896195,,3453332.0
ARM,1994,4.828947,2.984656,0.00912,3364610.0
ARM,1995,4.877493,3.063707,0.0527,3307581.0
ARM,1996,4.927219,3.085523,0.0946,3278735.0
ARM,1997,4.975743,3.06963,0.112,3246289.0
ARM,1998,5.024326,3.076673,0.129,3208401.0
ARM,1999,5.072074,3.083111,0.971,3167286.0
ARM,2000,5.115888,3.096098,1.30047002237784,3221100.0
ARM,2001,5.156857,3.127334,1.63109466677715,3211800.0
ARM,2002,5.19068,3.151328,1.9604050458212,3199800.0
ARM,2003,5.220671,3.193473,4.57521722477781,3182500.0
ARM,2004,5.247255,3.209059,4.8990085713054,3164900.0
ARM,2005,5.265711,3.281576,5.252999783,3146400.0
ARM,2006,5.279328,3.31974,5.631800175,3127100.0
ARM,2007,5.268713,3.38769,6.021299839,3107400.0
ARM,2008,5.272638,3.419651,6.21,3087100.0
ARM,2009,5.269152,3.446331,15.30000019,3066000.0
ARM,2010,5.258224,3.465513,25.0,3044800.0
ARM,2011,5.26886,3.473069,32.0,3027900.0
ARM,2012,5.299608,3.492204,37.5,3024100.0
ARM,2013,5.329934,3.501356,41.9,3022000.0
ARM,2014,5.32659,3.540154,54.6228058583362,3013800.0
ARM,2015,5.304581,3.570662,59.1008337674937,3004600.0
ARM,2016,5.296195,3.604414,64.3460297653742,2992300.0
ARM,2017,5.309096,3.617752,64.7448843250726,2979400.0
ARM,2018,5.329445,3.630661,68.2450522610271,2969000.0
ARM,2019,5.323842,3.625998,66.5439496866159,2962500.0
ARM,2020,6.349076,4.499326,76.50770055,2961500.0
ARM,2021,6.3987,4.413668,78.61225758,2962300.0
ARM,2022,6.59192,4.418405,77.02767465,2969200.0
ARM,2023,7.613872,4.524921,79.99663036,2964300.0
ASM,1990,2.972323,1.870894,0.0,46640.0
ASM,1991,2.957938,1.882502,,47882.0
ASM,1992,2.946112,1.89501,,49038.0
ASM,1993,2.935478,1.908912,,50159.0
ASM,1994,2.92668,1.924233,,51251.0
ASM,1995,2.921262,1.940981,,52316.0
ASM,1996,2.917137,1.960344,,53353.0
ASM,1997,2.913249,1.979982,,54362.0
ASM,1998,2.907108,2.000295,,55334.0
ASM,1999,2.899051,2.020981,,56248.0
ASM,2000,2.890721,2.04089,,56855.0
ASM,2001,2.892766,2.061668,,57053.0
ASM,2002,2.896686,2.082393,,57062.0
ASM,2003,2.910378,2.245262,,56971.0
ASM,2004,2.934141,2.27054,,56818.0
ASM,2005,2.957317,2.368678,,56617.0
ASM,2006,2.979807,2.471353,,56374.0
ASM,2007,3.004866,2.510098,,56113.0
ASM,2008,3.028815,2.543865,,55828.0
ASM,2009,3.062179,2.428199,,55528.0
ASM,2010,3.09801,2.465019,,55228.0
ASM,2011,3.124536,2.426226,,54895.0
ASM,2012,3.168177,2.39339,,54489.0
ASM,2013,3.212614,2.59829,,54006.0
ASM,2014,3.262354,2.47472,,53466.0
ASM,2015,3.325326,2.59397,,52878.0
ASM,2016,3.378197,2.63366,,52245.0
ASM,2017,3.435069,2.595871,,51586.0
ASM,2018,3.486162,2.639667,,50908.0
ASM,2019,3.528236,2.684236,,50209.0
ASM,2020,4.278444,3.243205,,49761.0
ASM,2021,4.500525,3.396843,,49225.0
ASM,2022,4.577442,3.326334,,48342.0
ASM,2023,5.348888,3.433099,,47521.0
ATG,1990,4.19866,2.921384,0.0,63066.0
ATG,1991,4.248413,3.145581,,63387.0
ATG,1992,4.300412,2.970153,,64404.0
ATG,1993,4.358303,3.086852,,65587.0
ATG,1994,4.423396,3.112764,,66843.0
ATG,1995,4.489768,3.044523,2.2,68189.0
ATG,1996,4.55689,3.068954,2.86,69612.0
ATG,1997,4.624456,3.094459,3.48,71053.0
ATG,1998,4.697968,3.123145,4.07,72412.0
ATG,1999,4.776032,3.150438,5.3,73666.0
ATG,2000,4.85462,3.175784,6.48222573702907,74912.0
ATG,2001,4.925302,3.20084,8.89928551450583,76069.0
ATG,2002,4.995651,3.225373,12.5,77032.0
ATG,2003,5.057984,3.248303,17.2286487816884,77884.0
ATG,2004,5.112265,3.269156,24.2665437161785,78719.0
ATG,2005,5.166625,3.29238,27.0,79611.0
ATG,2006,5.219874,3.303118,30.0,80604.0
ATG,2007,5.266156,3.314935,34.0,81704.0
ATG,2008,5.30892,3.321856,38.0,82912.0
ATG,2009,5.353417,3.320479,42.0,84173.0
ATG,2010,5.382088,3.320652,47.0,85320.0
ATG,2011,5.417244,3.331187,52.0,86332.0
ATG,2012,5.501083,3.341654,58.0,87260.0
ATG,2013,5.5504,3.356577,63.40000153,88064.0
ATG,2014,5.594708,3.376921,67.77999878,88765.0
ATG,2015,5.671923,3.396216,70.0,89409.0
ATG,2016,5.746212,3.415776,70.27159882,89969.0
ATG,2017,5.792692,3.436461,70.54419708,90468.0
ATG,2018,5.796397,3.458148,70.81790161,90926.0
ATG,2019,5.768519,3.479149,71.09259796,91364.0
ATG,2020,6.58527,4.43042,71.36840057,91846.0
ATG,2021,6.829947,4.218075,71.64530182,92349.0
ATG,2022,6.91141,4.245658,71.9233017,92840.0
ATG,2023,7.705288,4.426887,72.12409973,93316.0
AUS,1990,4.285332,4.000241,0.585,17065128.0
AUS,1991,4.32239,4.029855,1.1,17284036.0
AUS,1992,4.358203,4.025657,1.77,17478635.0
AUS,1993,4.414942,3.977379,1.97,17634808.0
AUS,1994,4.491508,4.158089,2.23,17805468.0
AUS,1995,4.569774,3.908677,2.76,18004882.0
AUS,1996,4.647002,4.095893,3.28,18224767.0
AUS,1997,4.724296,3.940809,16.4,18423037.0
AUS,1998,4.817685,3.949486,30.8,18607584.0
AUS,1999,4.926055,3.956128,40.8,18812264.0
AUS,2000,5.034742,4.031952,46.7561156116738,19028802.0
AUS,2001,5.15848,4.055028,52.6892664310395,19274701.0
AUS,2002,5.280971,3.939089,,19495210.0
AUS,2003,5.428228,4.016482,,19720737.0
AUS,2004,5.598269,3.926392,,19932722.0
AUS,2005,5.768908,3.833643,63.0,20176844.0
AUS,2006,5.926562,3.844074,66.0,20450966.0
AUS,2007,6.084354,3.85512,69.45,20827622.0
AUS,2008,6.254793,3.872195,71.67,21249199.0
AUS,2009,6.440836,4.060194,74.25,21691653.0
AUS,2010,6.638365,4.11185,76.0,22031750.0
AUS,2011,6.861006,4.214522,79.4876977139029,22340024.0
AUS,2012,7.112372,4.293338,79.0,22733465.0
AUS,2013,7.343412,4.175865,83.453497167,23128129.0
AUS,2014,7.660503,4.356584,84.0,23475686.0
AUS,2015,7.931166,4.245309,84.5605149091408,23815995.0
AUS,2016,8.234549,4.249042,86.54000092,24190907.0
AUS,2017,8.535193,4.383598,86.5450488476768,24592588.0
AUS,2018,8.784482,4.349923,90.0082016,24963258.0
AUS,2019,9.059658,4.37337,93.60990143,25334826.0
AUS,2020,10.085875,4.596955,94.6934967,25649248.0
AUS,2021,10.340283,4.629008,96.97219849,25685412.0
AUS,2022,10.884232,4.734447,96.11940002,26018721.0
AUS,2023,11.720965,4.454359,96.1160965,26659922.0
AUT,1990,4.236268,2.521206,0.13,7677850.0
AUT,1991,4.220266,2.569395,0.259,7754891.0
AUT,1992,4.202759,2.567198,0.643,7840709.0
AUT,1993,4.192217,2.516009,0.765,7905633.0
AUT,1994,4.188719,2.513666,1.39,7936118.0
AUT,1995,4.186245,2.619402,1.89,7948278.0
AUT,1996,4.186547,2.515328,6.91,7959017.0
AUT,1997,4.188468,2.568722,9.53,7968041.0
AUT,1998,4.197462,2.571682,15.4,7976789.0
AUT,1999,4.212631,2.525468,23.0,7992324.0
AUT,2000,4.227063,2.530297,33.7301329516915,8011566.0
AUT,2001,4.248848,2.53478,39.1854501811114,8042293.0
AUT,2002,4.270651,2.540327,36.56,8081957.0
AUT,2003,4.303701,2.544216,42.7,8121423.0
AUT,2004,4.348655,2.546547,54.28,8171966.0
AUT,2005,4.391337,2.5499,58.0,8227829.0
AUT,2006,4.426555,2.659619,63.6,8268641.0
AUT,2007,4.469751,2.670839,69.37,8295487.0
AUT,2008,4.50708,2.72226,72.87,8321496.0
AUT,2009,4.568486,2.765358,73.45,8343323.0
AUT,2010,4.618059,2.679429,75.17,8363404.0
AUT,2011,4.667378,2.676265,78.7399930986888,8391643.0
AUT,2012,4.732768,2.628011,80.0299939169903,8429991.0
AUT,2013,4.790446,2.694386,80.6188,8479823.0
AUT,2014,4.864841,2.606799,80.9958249574764,8546356.0
AUT,2015,4.961951,2.665513,83.9401419315026,8642699.0
AUT,2016,5.080192,2.676781,84.3237425711653,8736668.0
AUT,2017,5.180106,2.741514,87.9355865856062,8797566.0
AUT,2018,5.262619,2.74609,87.4791372262556,8840521.0
AUT,2019,5.323928,2.711865,87.7522047870069,8879920.0
AUT,2020,6.304623,3.325774,87.52942813,8916864.0
AUT,2021,6.434577,3.283411,92.52915104,8955797.0
AUT,2022,6.716172,3.112127,93.61409139,9041851.0
AUT,2023,7.590909,3.250555,95.33467117,9131761.0
AZE,1990,3.139076,2.709702,0.0,7175200.0
AZE,1991,3.139913,2.73428,,7271300.0
AZE,1992,3.143029,2.836468,,7382050.0
AZE,1993,3.154944,2.893491,,7494800.0
AZE,1994,3.17447,2.933381,0.00143,7596550.0
AZE,1995,3.199769,2.917332,0.00206,7684850.0
AZE,1996,3.227172,2.893509,0.00635,7763000.0
AZE,1997,3.256297,2.907329,0.0252,7838250.0
AZE,1998,3.289392,2.892675,0.0375,7913000.0
AZE,1999,3.325416,2.90111,0.0992,7982750.0
AZE,2000,3.359895,2.930735,0.147757575623251,8048600.0
AZE,2001,3.392893,2.946682,0.305564637615618,8111200.0
AZE,2002,3.421971,2.967883,4.99971367812957,8171950.0
AZE,2003,3.449087,3.004432,,8234100.0
AZE,2004,3.474823,3.022435,,8306500.0
AZE,2005,3.494107,3.07094,8.030400276,8391850.0
AZE,2006,3.508753,3.084022,11.9921999,8484550.0
AZE,2007,3.53503,3.12423,14.53999996,8581300.0
AZE,2008,3.529669,3.157001,17.08,8763400.0
AZE,2009,3.556047,3.156775,27.4,8947243.0
AZE,2010,3.565616,3.197907,46.0,9054332.0
AZE,2011,3.541239,3.211249,50.0,9173082.0
AZE,2012,3.531627,3.217547,54.20000076,9295784.0
AZE,2013,3.505943,3.231402,73.000001372,9416801.0
AZE,2014,3.467276,3.262519,75.0000156363396,9535079.0
AZE,2015,3.411528,3.278146,77.0,9649341.0
AZE,2016,3.341747,3.309288,78.2,9757812.0
AZE,2017,3.296928,3.318709,79.0,9854033.0
AZE,2018,3.242998,3.333742,79.7999954887896,9939771.0
AZE,2019,3.182929,3.344022,81.0999990651547,10024283.0
AZE,2020,3.652627,4.110785,84.59999573,10093121.0
AZE,2021,3.65482,4.088214,85.99998954,10137750.0
AZE,2022,3.697551,4.066746,88.0,10141756.0
AZE,2023,4.183081,4.201909,89.0,10153958.0
BDI,1990,2.758464,2.489073,0.0,5587052.0
BDI,1991,2.753371,2.526139,0.0,5703857.0
BDI,1992,2.749723,2.555351,0.0,5858407.0
BDI,1993,2.744686,2.685382,0.0,5676843.0
BDI,1994,2.749775,2.699608,0.0,5713854.0
BDI,1995,2.751363,2.715278,0.0,6066316.0
BDI,1996,2.743535,2.733075,0.000804,6070506.0
BDI,1997,2.745473,2.736227,0.00798,6070042.0
BDI,1998,2.74953,2.739502,0.0158,6187108.0
BDI,1999,2.749163,2.73879,0.0392,6337155.0
BDI,2000,2.748484,2.739014,0.077248447383456,6470194.0
BDI,2001,2.750868,2.744079,0.106001245363203,6634365.0
BDI,2002,2.749867,2.748126,0.118228412267794,6824132.0
BDI,2003,2.750261,2.753335,0.201273196735924,7043154.0
BDI,2004,2.750165,2.758319,0.349060461879596,7310656.0
BDI,2005,2.748099,2.762161,0.542100012,7587299.0
BDI,2006,2.748101,2.720128,0.657599986,7865547.0
BDI,2007,2.746464,2.706096,0.7,8161874.0
BDI,2008,2.746616,2.701357,0.81,8505637.0
BDI,2009,2.736384,2.677423,0.899999976,8947646.0
BDI,2010,2.750768,2.661621,1.0,9376444.0
BDI,2011,2.755991,2.62858,1.110000014,9717978.0
BDI,2012,2.767896,2.636287,1.220000029,10071028.0
BDI,2013,2.816415,2.610751,1.2642181112,10439341.0
BDI,2014,2.858149,2.612641,1.04239212643994,10799785.0
BDI,2015,2.897887,2.63603,2.0,11047580.0
BDI,2016,2.945082,2.636976,2.200000048,11239451.0
BDI,2017,3.00237,2.650122,2.6607485347534,11506762.0
BDI,2018,3.070789,2.67574,4.019499779,11859446.0
BDI,2019,3.13491,2.670565,6.072199821,12255336.0
BDI,2020,3.964965,3.22756,6.430099964,12617036.0
BDI,2021,4.164835,3.327816,6.777999878,12965481.0
BDI,2022,4.24957,3.237057,7.144800186,13321097.0
BDI,2023,5.051508,3.307949,7.172299862,13689450.0
BEL,1990,4.969966,3.747075,0.00101,9967379.0
BEL,1991,4.951965,3.781335,0.0201,10004486.0
BEL,1992,4.933863,3.722131,0.1,10045158.0
BEL,1993,4.922286,3.596771,0.199,10084475.0
BEL,1994,4.917172,3.57966,0.696,10115603.0
BEL,1995,4.912835,3.481227,0.992,10136811.0
BEL,1996,4.908838,3.415792,2.97,10156637.0
BEL,1997,4.904146,3.582125,4.94,10181245.0
BEL,1998,4.904184,3.528175,7.89,10203008.0
BEL,1999,4.908499,3.65116,13.8,10226419.0
BEL,2000,4.912967,3.554879,29.4316916924341,10251250.0
BEL,2001,4.927393,3.560519,31.2883955056566,10286570.0
BEL,2002,4.942909,3.509905,46.33,10332785.0
BEL,2003,4.971277,3.441074,49.97,10376133.0
BEL,2004,5.011541,3.598415,53.86,10421137.0
BEL,2005,5.051035,3.622466,55.81999969,10478617.0
BEL,2006,5.057288,3.546497,61.9818700222023,10547958.0
BEL,2007,5.072206,3.649586,66.7604202433135,10625700.0
BEL,2008,5.085352,3.596753,68.8573221425131,10709973.0
BEL,2009,5.089512,3.540273,74.5441455527336,10796493.0
BEL,2010,5.127666,3.5548,77.6397855126946,10895586.0
BEL,2011,5.197961,3.569981,81.6099959955952,11038264.0
BEL,2012,5.291555,3.739356,80.7199905482042,11106932.0
BEL,2013,5.344443,3.597853,82.1702,11159407.0
BEL,2014,5.409892,3.868818,85.0012379539925,11209057.0
BEL,2015,5.509445,3.709253,85.0529417508701,11274196.0
BEL,2016,5.627496,3.964876,86.5164766644457,11331422.0
BEL,2017,5.738692,3.937643,87.6796808175598,11375158.0
BEL,2018,5.818948,3.993998,88.6473429951691,11427054.0
BEL,2019,5.877822,3.923493,90.275428012141,11488980.0
BEL,2020,7.142468,4.67454,91.52641629,11538604.0
BEL,2021,7.038026,4.556739,92.78867618,11586195.0
BEL,2022,7.51695,4.64142,94.00783071,11680210.0
BEL,2023,8.498569,4.698322,94.62625074,11779946.0
BEN,1990,4.578471,1.994135,0.0,5281479.0
BEN,1991,4.641138,1.99397,,5446932.0
BEN,1992,4.706162,1.994556,,5617844.0
BEN,1993,4.799211,1.9956,,5872706.0
BEN,1994,4.919264,1.996949,,6096506.0
BEN,1995,5.040439,1.998717,,6226773.0
BEN,1996,5.161341,2.0037,0.00169,6391858.0
BEN,1997,5.280901,2.00878,0.0246,6583365.0
BEN,1998,5.41531,2.014977,0.0479,6789489.0
BEN,1999,5.565153,2.021951,0.155,7002818.0
BEN,2000,5.71234,2.028484,0.225247851473369,7221619.0
BEN,2001,5.80323,2.03668,0.363417890016082,7445596.0
BEN,2002,5.890709,2.044079,0.7029455951039,7675426.0
BEN,2003,5.938244,2.05188,0.951327114915695,7913070.0
BEN,2004,5.947288,2.060476,1.18254096518994,8159094.0
BEN,2005,5.955701,2.069335,1.271000028,8426144.0
BEN,2006,5.965617,2.118922,1.537899971,8693242.0
BEN,2007,5.950328,2.081427,1.79,8953969.0
BEN,2008,5.929505,2.106705,1.85,9228466.0
BEN,2009,5.828762,2.196382,2.24,9509423.0
BEN,2010,5.733167,2.094537,3.13,9797484.0
BEN,2011,5.654686,2.138966,4.14832306562512,10093623.0
BEN,2012,5.614443,2.145907,4.5,10397657.0
BEN,2013,5.607844,2.11614,4.900000095,10708834.0
BEN,2014,5.650154,2.125636,6.0,11030004.0
BEN,2015,5.747508,2.231305,11.25500011,11360681.0
BEN,2016,5.862467,2.260764,14.5,11697842.0
BEN,2017,5.950519,2.3202,18.7,12039780.0
BEN,2018,6.063041,2.382131,19.0,12383347.0
